Seconds,Data
78860.017,467
78860.023,465
78860.028,463
78860.033,464
78860.038,467
78860.044,464
78860.049,461
78860.054,462
78860.059,463
78860.065,458
78860.07,456
78860.075,457
78860.08,455
78860.086,451
78860.091,450
78860.096,451
78860.101,449
78860.107,445
78860.112,446
78860.117,449
78860.123,448
78860.128,448
78860.133,453
78860.138,458
78860.144,460
78860.149,463
78860.154,472
78860.159,481
78860.165,484
78860.17,490
78860.175,501
78860.18,508
78860.186,513
78860.191,521
78860.196,531
78860.201,537
78860.207,541
78860.212,548
78860.217,556
78860.222,559
78860.228,560
78860.233,565
78860.238,570
78860.243,570
78860.249,569
78860.254,572
78860.259,574
78860.264,570
78860.27,569
78860.275,569
78860.28,568
78860.285,561
78860.291,558
78860.296,558
78860.301,553
78860.307,547
78860.312,544
78860.317,542
78860.322,536
78860.328,529
78860.333,527
78860.338,526
78860.343,520
78860.349,515
78860.354,514
78860.359,514
78860.364,507
78860.37,505
78860.375,505
78860.38,504
78860.385,499
78860.391,497
78860.396,498
78860.401,497
78860.406,492
78860.412,492
78860.417,494
78860.422,492
78860.427,489
78860.433,491
78860.438,494
78860.443,492
78860.448,491
78860.454,493
78860.459,494
78860.464,492
78860.469,492
78860.475,496
78860.48,496
78860.485,494
78860.491,495
78860.496,500
78860.501,500
78860.506,500
78860.512,504
78860.517,506
78860.522,506
78860.527,505
78860.533,508
78860.538,511
78860.543,510
78860.548,509
78860.554,512
78860.559,514
78860.564,510
78860.569,510
78860.575,513
78860.58,512
78860.585,508
78860.59,508
78860.596,510
78860.601,510
78860.606,507
78860.611,508
78860.617,509
78860.622,507
78860.627,502
78860.632,504
78860.638,505
78860.643,502
78860.648,499
78860.653,500
78860.659,500
78860.664,496
78860.669,494
78860.675,496
78860.68,496
78860.685,492
78860.69,491
78860.696,493
78860.701,493
78860.706,489
78860.711,491
78860.717,493
78860.722,492
78860.727,489
78860.732,490
78860.738,492
78860.743,490
78860.748,487
78860.753,489
78860.759,490
78860.764,487
78860.769,485
78860.774,487
78860.78,488
78860.785,485
78860.79,485
78860.795,488
78860.801,487
78860.806,485
78860.811,486
78860.816,490
78860.822,488
78860.827,486
78860.832,487
78860.837,490
78860.843,488
78860.848,485
78860.853,488
78860.858,489
78860.864,487
78860.869,486
78860.874,489
78860.88,489
78860.885,487
78860.89,487
78860.895,490
78860.901,490
78860.906,487
78860.911,488
78860.916,491
78860.922,490
78860.927,488
78860.932,489
78860.937,490
78860.943,487
78860.948,484
78860.953,485
78860.958,485
78860.964,481
78860.969,478
78860.974,479
78860.979,478
78860.985,473
78860.99,472
78860.995,474
78861.0,473
78861.006,471
78861.011,473
78861.016,477
78861.021,477
78861.027,478
78861.032,483
78861.037,490
78861.042,492
78861.048,495
78861.053,504
78861.058,512
78861.064,516
78861.069,522
78861.074,533
78861.079,541
78861.085,546
78861.09,553
78861.095,564
78861.1,571
78861.106,576
78861.111,583
78861.116,591
78861.121,595
78861.127,596
78861.132,602
78861.137,606
78861.142,605
78861.148,604
78861.153,607
78861.158,608
78861.163,604
78861.169,603
78861.174,604
78861.179,601
78861.184,595
78861.19,591
78861.195,591
78861.2,587
78861.205,579
78861.211,576
78861.216,574
78861.221,568
78861.227,562
78861.232,559
78861.237,559
78861.242,553
78861.248,548
78861.253,548
78861.258,546
78861.263,541
78861.269,538
78861.274,540
78861.279,538
78861.284,534
78861.29,532
78861.295,534
78861.3,533
78861.305,529
78861.311,529
78861.316,531
78861.321,528
78861.326,525
78861.332,527
78861.337,529
78861.342,526
78861.347,523
78861.353,526
78861.358,527
78861.363,524
78861.368,522
78861.374,525
78861.379,526
78861.384,523
78861.389,523
78861.395,527
78861.4,526
78861.405,524
78861.411,525
78861.416,528
78861.421,527
78861.426,525
78861.432,527
78861.437,530
78861.442,529
78861.447,528
78861.453,532
78861.458,534
78861.463,533
78861.468,532
78861.474,535
78861.479,536
78861.484,534
78861.489,534
78861.495,538
78861.5,537
78861.505,535
78861.51,535
78861.516,537
78861.521,535
78861.526,531
78861.531,531
78861.537,531
78861.542,528
78861.547,524
78861.552,524
78861.558,525
78861.563,519
78861.568,516
78861.573,518
78861.579,517
78861.584,512
78861.589,510
78861.595,512
78861.6,510
78861.605,505
78861.61,506
78861.616,507
78861.621,505
78861.626,501
78861.631,502
78861.637,504
78861.642,501
78861.647,499
78861.652,501
78861.658,502
78861.663,498
78861.668,497
78861.673,500
78861.679,501
78861.684,498
78861.689,497
78861.694,501
78861.7,502
78861.705,499
78861.71,501
78861.715,503
78861.721,502
78861.726,500
78861.731,502
78861.736,504
78861.742,502
78861.747,499
78861.752,503
78861.757,503
78861.763,500
78861.768,499
78861.773,502
78861.779,503
78861.784,500
78861.789,499
78861.794,502
78861.8,502
78861.805,500
78861.81,501
78861.815,504
78861.821,503
78861.826,500
78861.831,502
78861.836,505
78861.842,503
78861.847,501
78861.852,503
78861.857,504
78861.863,501
78861.868,499
78861.873,503
78861.878,503
78861.884,500
78861.889,499
78861.894,501
78861.899,501
78861.905,497
78861.91,498
78861.915,500
78861.92,498
78861.926,494
78861.931,495
78861.936,498
78861.941,496
78861.947,494
78861.952,496
78861.957,498
78861.962,495
78861.968,493
78861.973,495
78861.978,495
78861.984,492
78861.989,491
78861.994,493
78861.999,493
78862.005,488
78862.01,490
78862.015,493
78862.02,492
78862.026,490
78862.031,492
78862.036,495
78862.041,493
78862.047,492
78862.052,495
78862.057,497
78862.062,495
78862.068,494
78862.073,499
78862.078,500
78862.083,497
78862.089,496
78862.094,500
78862.099,499
78862.104,494
78862.11,494
78862.115,497
78862.12,495
78862.125,491
78862.131,493
78862.136,495
78862.141,493
78862.147,490
78862.152,493
78862.157,494
78862.162,491
78862.168,490
78862.173,493
78862.178,493
78862.183,491
78862.189,491
78862.194,494
78862.199,494
78862.204,492
78862.21,493
78862.215,497
78862.22,496
78862.225,494
78862.231,495
78862.236,498
78862.241,496
78862.246,493
78862.252,495
78862.257,498
78862.262,495
78862.267,494
78862.273,497
78862.278,498
78862.283,495
78862.288,494
78862.294,496
78862.299,497
78862.304,494
78862.309,494
78862.315,496
78862.32,495
78862.325,492
78862.33,492
78862.336,494
78862.341,491
78862.346,489
78862.352,491
78862.357,493
78862.362,490
78862.367,490
78862.373,494
78862.378,498
78862.383,498
78862.388,501
78862.394,510
78862.399,516
78862.404,521
78862.409,529
78862.415,541
78862.42,550
78862.425,558
78862.43,571
78862.436,584
78862.441,593
78862.446,601
78862.451,612
78862.457,623
78862.462,629
78862.467,635
78862.472,645
78862.478,652
78862.483,653
78862.488,657
78862.493,663
78862.499,665
78862.504,662
78862.509,662
78862.514,663
78862.52,660
78862.525,654
78862.53,652
78862.536,650
78862.541,643
78862.546,636
78862.551,632
78862.557,628
78862.562,620
78862.567,613
78862.572,609
78862.578,604
78862.583,595
78862.588,590
78862.593,587
78862.599,583
78862.604,575
78862.609,571
78862.614,570
78862.62,566
78862.625,560
78862.63,558
78862.635,559
78862.641,556
78862.646,552
78862.651,553
78862.656,553
78862.662,549
78862.667,545
78862.672,547
78862.677,548
78862.683,544
78862.688,544
78862.693,546
78862.699,546
78862.704,543
78862.709,543
78862.714,546
78862.72,545
78862.725,542
78862.73,544
78862.735,548
78862.741,546
78862.746,545
78862.751,548
78862.756,550
78862.762,549
78862.767,549
78862.772,553
78862.777,555
78862.783,554
78862.788,554
78862.793,558
78862.798,559
78862.804,557
78862.809,557
78862.814,562
78862.819,562
78862.825,559
78862.83,561
78862.835,563
78862.84,561
78862.846,558
78862.851,559
78862.856,561
78862.861,559
78862.867,556
78862.872,558
78862.877,558
78862.883,554
78862.888,551
78862.893,553
78862.898,552
78862.904,547
78862.909,546
78862.914,547
78862.919,544
78862.925,540
78862.93,540
78862.935,541
78862.94,537
78862.946,532
78862.951,532
78862.956,532
78862.961,527
78862.967,524
78862.972,525
78862.977,525
78862.982,520
78862.988,518
78862.993,519
78862.998,518
78863.003,514
78863.009,513
78863.014,516
78863.019,515
78863.024,511
78863.03,511
78863.035,513
78863.04,510
78863.045,508
78863.051,510
78863.056,512
78863.061,509
78863.067,507
78863.072,511
78863.077,511
78863.082,508
78863.088,508
78863.093,510
78863.098,510
78863.103,507
78863.109,508
78863.114,510
78863.119,510
78863.124,506
78863.13,508
78863.135,511
78863.14,509
78863.145,507
78863.151,510
78863.156,513
78863.161,510
78863.166,509
78863.172,512
78863.177,513
78863.182,510
78863.187,509
78863.193,512
78863.198,512
78863.203,509
78863.208,508
78863.214,510
78863.219,510
78863.224,506
78863.23,507
78863.235,508
78863.24,506
78863.245,503
78863.251,505
78863.256,506
78863.261,503
78863.266,500
78863.272,502
78863.277,503
78863.282,499
78863.287,497
78863.293,499
78863.298,499
78863.303,496
78863.308,495
78863.314,498
78863.319,497
78863.324,493
78863.329,494
78863.335,496
78863.34,494
78863.345,491
78863.35,492
78863.356,493
78863.361,490
78863.366,487
78863.371,490
78863.377,491
78863.382,488
78863.387,487
78863.392,491
78863.398,491
78863.403,488
78863.408,489
78863.413,492
78863.419,491
78863.424,488
78863.429,489
78863.435,492
78863.44,491
78863.445,488
78863.45,489
78863.456,491
78863.461,487
78863.466,484
78863.471,486
78863.477,486
78863.482,482
78863.487,479
78863.492,480
78863.498,480
78863.503,475
78863.508,474
78863.513,477
78863.519,477
78863.524,474
78863.529,476
78863.534,480
78863.54,481
78863.545,480
78863.55,486
78863.555,493
78863.561,496
78863.566,500
78863.571,511
78863.576,520
78863.582,526
78863.587,536
78863.592,549
78863.597,561
78863.603,568
78863.608,579
78863.613,594
78863.619,604
78863.624,612
78863.629,623
78863.634,635
78863.64,643
78863.645,648
78863.65,656
78863.655,664
78863.661,665
78863.666,665
78863.671,668
78863.676,669
78863.682,664
78863.687,659
78863.692,659
78863.697,655
78863.703,646
78863.708,640
78863.713,636
78863.718,629
78863.724,619
78863.729,613
78863.734,609
78863.739,601
78863.745,592
78863.75,587
78863.755,583
78863.76,575
78863.766,568
78863.771,566
78863.776,562
78863.781,554
78863.787,550
78863.792,550
78863.797,547
78863.803,542
78863.808,540
78863.813,540
78863.818,537
78863.824,533
78863.829,533
78863.834,535
78863.839,533
78863.845,530
78863.85,531
78863.855,532
78863.86,529
78863.866,527
78863.871,528
78863.876,530
78863.881,527
78863.887,525
78863.892,529
78863.897,530
78863.902,527
78863.908,527
78863.913,531
78863.918,532
78863.923,529
78863.929,532
78863.934,535
78863.939,535
78863.944,534
78863.95,537
78863.955,540
78863.96,540
78863.965,539
78863.971,542
78863.976,545
78863.981,541
78863.987,541
78863.992,544
78863.997,545
78864.002,541
78864.008,541
78864.013,544
78864.018,542
78864.023,538
78864.029,539
78864.034,540
78864.039,537
78864.044,533
78864.05,533
78864.055,534
78864.06,529
78864.065,524
78864.071,525
78864.076,525
78864.081,520
78864.086,517
78864.092,519
78864.097,519
78864.102,515
78864.107,513
78864.113,515
78864.118,514
78864.123,509
78864.128,510
78864.134,511
78864.139,508
78864.144,505
78864.149,506
78864.155,507
78864.16,504
78864.165,500
78864.171,501
78864.176,501
78864.181,497
78864.186,495
78864.192,497
78864.197,496
78864.202,493
78864.207,491
78864.213,494
78864.218,494
78864.223,491
78864.228,491
78864.234,494
78864.239,493
78864.244,492
78864.249,494
78864.255,496
78864.26,495
78864.265,493
78864.27,495
78864.276,497
78864.281,495
78864.286,493
78864.291,497
78864.297,498
78864.302,496
78864.307,495
78864.312,498
78864.318,498
78864.323,495
78864.328,494
78864.333,497
78864.339,494
78864.344,491
78864.349,492
78864.354,493
78864.36,491
78864.365,487
78864.37,490
78864.376,491
78864.381,489
78864.386,488
78864.391,492
78864.397,493
78864.402,492
78864.407,492
78864.412,495
78864.418,496
78864.423,493
78864.428,494
78864.433,497
78864.439,496
78864.444,493
78864.449,495
78864.454,498
78864.46,495
78864.465,494
78864.47,496
78864.475,498
78864.481,495
78864.486,494
78864.491,496
78864.496,496
78864.502,493
78864.507,492
78864.512,494
78864.517,493
78864.523,490
78864.528,489
78864.533,491
78864.539,489
78864.544,486
78864.549,487
78864.554,488
78864.56,485
78864.565,482
78864.57,484
78864.575,484
78864.581,481
78864.586,479
78864.591,482
78864.596,483
78864.602,482
78864.607,484
78864.612,490
78864.617,493
78864.623,494
78864.628,500
78864.633,509
78864.638,514
78864.644,519
78864.649,529
78864.654,541
78864.659,549
78864.665,558
78864.67,571
78864.675,584
78864.68,592
78864.686,601
78864.691,614
78864.696,624
78864.701,630
78864.707,638
78864.712,647
78864.717,653
78864.723,654
78864.728,658
78864.733,663
78864.738,663
78864.744,660
78864.749,661
78864.754,662
78864.759,657
78864.765,651
78864.77,649
78864.775,646
78864.78,637
78864.786,629
78864.791,626
78864.796,620
78864.801,610
78864.807,602
78864.812,598
78864.817,592
78864.822,584
78864.828,578
78864.833,576
78864.838,570
78864.843,563
78864.849,561
78864.854,560
78864.859,555
78864.864,551
78864.87,551
78864.875,550
78864.88,546
78864.885,542
78864.891,543
78864.896,542
78864.901,537
78864.907,535
78864.912,536
78864.917,534
78864.922,529
78864.928,528
78864.933,529
78864.938,527
78864.943,523
78864.949,523
78864.954,525
78864.959,522
78864.964,519
78864.97,520
78864.975,521
78864.98,518
78864.985,516
78864.991,519
78864.996,521
78865.001,518
78865.006,519
78865.012,522
78865.017,524
78865.022,521
78865.027,522
78865.033,526
78865.038,526
78865.043,524
78865.048,526
78865.054,529
78865.059,527
78865.064,526
78865.07,528
78865.075,530
78865.08,527
78865.085,525
78865.091,527
78865.096,527
78865.101,523
78865.106,523
78865.112,524
78865.117,524
78865.122,519
78865.127,519
78865.133,520
78865.138,517
78865.143,513
78865.148,512
78865.154,514
78865.159,510
78865.164,505
78865.169,506
78865.175,506
78865.18,501
78865.185,498
78865.19,499
78865.196,499
78865.201,494
78865.206,492
78865.211,494
78865.217,494
78865.222,489
78865.227,490
78865.232,492
78865.238,491
78865.243,487
78865.248,487
78865.254,489
78865.259,487
78865.264,484
78865.269,488
78865.275,490
78865.28,487
78865.285,485
78865.29,488
78865.296,487
78865.301,483
78865.306,482
78865.311,484
78865.317,483
78865.322,479
78865.327,478
78865.332,480
78865.338,479
78865.343,475
78865.348,477
78865.353,479
78865.359,476
78865.364,473
78865.369,475
78865.374,477
78865.38,474
78865.385,472
78865.39,475
78865.395,476
78865.401,473
78865.406,472
78865.411,476
78865.416,476
78865.422,473
78865.427,475
78865.432,477
78865.438,477
78865.443,474
78865.448,476
78865.453,479
78865.459,477
78865.464,475
78865.469,478
78865.474,480
78865.48,477
78865.485,477
78865.49,479
78865.495,480
78865.501,477
78865.506,476
78865.511,478
78865.516,479
78865.522,475
78865.527,476
78865.532,479
78865.537,479
78865.543,476
78865.548,477
78865.553,480
78865.558,478
78865.564,475
78865.569,477
78865.574,480
78865.579,477
78865.585,476
78865.59,478
78865.595,479
78865.6,475
78865.606,474
78865.611,476
78865.616,477
78865.622,473
78865.627,474
78865.632,476
78865.637,476
78865.643,473
78865.648,474
78865.653,476
78865.658,473
78865.664,471
78865.669,472
78865.674,474
78865.679,471
78865.685,469
78865.69,471
78865.695,473
78865.7,470
78865.706,469
78865.711,471
78865.716,470
78865.721,466
78865.727,467
78865.732,470
78865.737,468
78865.742,464
78865.748,465
78865.753,466
78865.758,465
78865.763,462
78865.769,463
78865.774,466
78865.779,464
78865.784,464
78865.79,467
78865.795,469
78865.8,467
78865.805,467
78865.811,470
78865.816,470
78865.821,467
78865.827,468
78865.832,470
78865.837,470
78865.842,467
78865.848,468
78865.853,471
78865.858,469
78865.863,468
78865.869,469
78865.874,471
78865.879,469
78865.884,467
78865.89,471
78865.895,471
78865.9,468
78865.905,468
78865.911,471
78865.916,470
78865.921,467
78865.926,466
78865.932,467
78865.937,464
78865.942,460
78865.947,459
78865.953,462
78865.958,458
78865.963,454
78865.968,455
78865.974,457
78865.979,455
78865.984,455
78865.99,460
78865.995,465
78866.0,466
78866.005,471
78866.011,481
78866.016,488
78866.021,494
78866.026,503
78866.032,515
78866.037,524
78866.042,531
78866.047,542
78866.053,554
78866.058,561
78866.063,568
78866.068,578
78866.074,588
78866.079,593
78866.084,597
78866.089,605
78866.095,611
78866.1,610
78866.105,612
78866.11,616
78866.116,615
78866.121,611
78866.126,608
78866.131,609
78866.137,605
78866.142,597
78866.147,595
78866.152,593
78866.158,586
78866.163,577
78866.168,574
78866.174,570
78866.179,562
78866.184,555
78866.189,552
78866.195,548
78866.2,541
78866.205,536
78866.21,536
78866.216,532
78866.221,525
78866.226,522
78866.231,524
78866.237,520
78866.242,516
78866.247,515
78866.252,517
78866.258,515
78866.263,511
78866.268,512
78866.273,514
78866.279,510
78866.284,508
78866.289,511
78866.294,512
78866.3,507
78866.305,505
78866.31,507
78866.315,507
78866.321,503
78866.326,502
78866.331,505
78866.336,503
78866.342,499
78866.347,500
78866.352,502
78866.358,501
78866.363,498
78866.368,500
78866.373,502
78866.379,500
78866.384,498
78866.389,501
78866.394,502
78866.4,499
78866.405,499
78866.41,501
78866.415,502
78866.421,498
78866.426,498
78866.431,501
78866.436,500
78866.442,497
78866.447,498
78866.452,500
78866.457,498
78866.463,496
78866.468,498
78866.473,500
78866.478,497
78866.484,494
78866.489,497
78866.494,497
78866.499,494
78866.505,492
78866.51,494
78866.515,493
78866.521,488
78866.526,487
78866.531,488
78866.536,485
78866.542,480
78866.547,480
78866.552,480
78866.557,476
78866.563,472
78866.568,473
78866.573,474
78866.578,472
78866.584,469
78866.589,470
78866.594,471
78866.599,468
78866.605,466
78866.61,469
78866.615,469
78866.62,467
78866.626,467
78866.631,470
78866.636,469
78866.641,467
78866.647,469
78866.652,472
78866.657,471
78866.662,469
78866.668,472
78866.673,474
78866.678,472
78866.683,470
78866.689,473
78866.694,474
78866.699,472
78866.705,472
78866.71,476
78866.715,477
78866.72,474
78866.726,474
78866.731,478
78866.736,477
78866.741,474
78866.747,476
78866.752,478
78866.757,476
78866.762,473
78866.768,475
78866.773,477
78866.778,474
78866.783,472
78866.789,474
78866.794,475
78866.799,472
78866.804,472
78866.81,475
78866.815,475
78866.82,472
78866.825,472
78866.831,475
78866.836,474
78866.841,470
78866.846,470
78866.852,473
78866.857,471
78866.862,467
78866.868,468
78866.873,470
78866.878,467
78866.883,465
78866.889,466
78866.894,467
78866.899,463
78866.904,461
78866.91,463
78866.915,463
78866.92,459
78866.925,460
78866.931,462
78866.936,462
78866.941,458
78866.946,460
78866.952,463
78866.957,461
78866.962,458
78866.967,460
78866.973,462
78866.978,460
78866.983,458
78866.988,461
78866.994,462
78866.999,459
78867.004,458
78867.009,461
78867.015,463
78867.02,460
78867.025,460
78867.03,464
78867.036,463
78867.041,460
78867.046,461
78867.052,464
78867.057,463
78867.062,460
78867.067,462
78867.073,464
78867.078,462
78867.083,460
78867.088,463
78867.094,463
78867.099,460
78867.104,459
78867.109,461
78867.115,461
78867.12,456
78867.125,455
78867.13,456
78867.136,454
78867.141,450
78867.146,449
78867.151,451
78867.157,448
78867.162,445
78867.167,445
78867.172,447
78867.178,446
78867.183,444
78867.188,448
78867.193,451
78867.199,451
78867.204,452
78867.209,460
78867.214,466
78867.22,468
78867.225,474
78867.23,484
78867.236,491
78867.241,496
78867.246,506
78867.251,518
78867.257,524
78867.262,531
78867.267,539
78867.272,549
78867.278,553
78867.283,555
78867.288,564
78867.293,570
78867.299,571
78867.304,572
78867.309,578
78867.314,579
78867.32,575
78867.325,574
78867.33,576
78867.335,573
78867.341,567
78867.346,565
78867.351,565
78867.356,560
78867.362,553
78867.367,550
78867.372,548
78867.377,541
78867.383,533
78867.388,531
78867.393,528
78867.398,520
78867.404,516
78867.409,515
78867.414,512
78867.42,507
78867.425,504
78867.43,505
78867.435,503
78867.441,499
78867.446,497
78867.451,499
78867.456,497
78867.462,493
78867.467,494
78867.472,495
78867.477,493
78867.483,491
78867.488,493
78867.493,494
78867.498,491
78867.504,489
78867.509,491
78867.514,492
78867.519,488
78867.525,488
78867.53,490
78867.535,490
78867.54,487
78867.546,489
78867.551,491
78867.556,491
78867.561,488
78867.567,490
78867.572,492
78867.577,491
78867.582,490
78867.588,493
78867.593,495
78867.598,493
78867.604,493
78867.609,496
78867.614,498
78867.619,496
78867.625,496
78867.63,499
78867.635,498
78867.64,496
78867.646,497
78867.651,499
78867.656,497
78867.661,495
78867.667,497
78867.672,500
78867.677,497
78867.682,495
78867.688,497
78867.693,496
78867.698,494
78867.703,492
78867.709,496
78867.714,496
78867.719,492
78867.724,492
78867.73,494
78867.735,493
78867.74,489
78867.745,490
78867.751,490
78867.756,489
78867.761,485
78867.766,486
78867.772,488
78867.777,485
78867.782,483
78867.788,485
78867.793,486
78867.798,482
78867.803,480
78867.809,482
78867.814,482
78867.819,478
78867.824,478
78867.83,480
78867.835,479
78867.84,476
78867.845,477
78867.851,480
78867.856,478
78867.861,475
78867.866,477
78867.872,479
78867.877,477
78867.882,475
78867.887,478
78867.893,479
78867.898,476
78867.903,476
78867.908,479
78867.914,480
78867.919,476
78867.924,476
78867.929,478
78867.935,479
78867.94,476
78867.945,477
78867.95,480
78867.956,480
78867.961,477
78867.966,480
78867.972,483
78867.977,482
78867.982,479
78867.987,481
78867.993,483
78867.998,480
78868.003,477
78868.008,480
78868.014,479
78868.019,476
78868.024,475
78868.029,477
78868.035,478
78868.04,475
78868.045,475
78868.05,478
78868.056,476
78868.061,474
78868.066,476
78868.071,479
78868.077,477
78868.082,475
78868.087,478
78868.092,480
78868.098,477
78868.103,476
78868.108,480
78868.113,481
78868.119,477
78868.124,476
78868.129,479
78868.134,479
78868.14,477
78868.145,477
78868.15,480
78868.156,478
78868.161,475
78868.166,476
78868.171,478
78868.177,475
78868.182,471
78868.187,472
78868.192,473
78868.198,470
78868.203,467
78868.208,470
78868.213,471
78868.219,469
78868.224,469
78868.229,474
78868.234,476
78868.24,476
78868.245,481
78868.25,489
78868.255,493
78868.261,494
78868.266,502
78868.271,511
78868.276,515
78868.282,520
78868.287,529
78868.292,538
78868.297,543
78868.303,548
78868.308,559
78868.313,567
78868.318,569
78868.324,573
78868.329,581
78868.334,585
78868.34,584
78868.345,588
78868.35,592
78868.355,591
78868.361,588
78868.366,590
78868.371,590
78868.376,586
78868.382,581
78868.387,579
78868.392,578
78868.397,572
78868.403,566
78868.408,566
78868.413,563
78868.418,556
78868.424,552
78868.429,551
78868.434,548
78868.439,542
78868.445,539
78868.45,539
78868.455,536
78868.46,530
78868.466,530
78868.471,530
78868.476,527
78868.481,524
78868.487,525
78868.492,526
78868.497,524
78868.503,521
78868.508,523
78868.513,524
78868.518,520
78868.524,518
78868.529,522
78868.534,521
78868.539,517
78868.545,517
78868.55,518
78868.555,516
78868.56,512
78868.566,512
78868.571,514
78868.576,512
78868.581,510
78868.587,512
78868.592,514
78868.597,510
78868.602,508
78868.608,512
78868.613,512
78868.618,510
78868.623,510
78868.629,514
78868.634,514
78868.639,512
78868.644,513
78868.65,515
78868.655,514
78868.66,511
78868.665,512
78868.671,515
78868.676,513
78868.681,510
78868.687,512
78868.692,513
78868.697,510
78868.702,508
78868.708,510
78868.713,510
78868.718,506
78868.723,505
78868.729,508
78868.734,508
78868.739,505
78868.744,505
78868.75,507
78868.755,505
78868.76,502
78868.765,503
78868.771,505
78868.776,503
78868.781,500
78868.786,502
78868.792,504
78868.797,502
78868.802,501
78868.807,504
78868.813,505
78868.818,501
78868.823,501
78868.828,503
78868.834,502
78868.839,498
78868.844,498
78868.849,500
78868.855,498
78868.86,496
78868.865,498
78868.871,500
78868.876,499
78868.881,497
78868.886,500
78868.892,502
78868.897,500
78868.902,498
78868.907,502
78868.913,503
78868.918,500
78868.923,498
78868.928,501
78868.934,501
78868.939,498
78868.944,499
78868.949,500
78868.955,499
78868.96,496
78868.965,497
78868.97,499
78868.976,496
78868.981,493
78868.986,495
78868.991,497
78868.997,494
78869.002,492
78869.007,494
78869.012,496
78869.018,493
78869.023,491
78869.028,495
78869.033,495
78869.039,492
78869.044,493
78869.049,496
78869.055,495
78869.06,491
78869.065,492
78869.07,495
78869.076,492
78869.081,489
78869.086,491
78869.091,493
78869.097,490
78869.102,489
78869.107,492
78869.112,493
78869.118,490
78869.123,489
78869.128,492
78869.133,492
78869.139,489
78869.144,489
78869.149,492
78869.154,492
78869.16,489
78869.165,489
78869.17,491
78869.175,490
78869.181,487
78869.186,489
78869.191,491
78869.196,488
78869.202,487
78869.207,490
78869.212,491
78869.217,489
78869.223,488
78869.228,493
78869.233,493
78869.239,489
78869.244,490
78869.249,493
78869.254,492
78869.26,489
78869.265,491
78869.27,493
78869.275,491
78869.281,488
78869.286,490
78869.291,491
78869.296,487
78869.302,485
78869.307,488
78869.312,490
78869.317,486
78869.323,485
78869.328,489
78869.333,489
78869.338,487
78869.344,489
78869.349,492
78869.354,491
78869.359,488
78869.365,489
78869.37,491
78869.375,488
78869.38,485
78869.386,485
78869.391,485
78869.396,480
78869.401,476
78869.407,477
78869.412,476
78869.417,473
78869.423,472
78869.428,477
78869.433,478
78869.438,478
78869.444,482
78869.449,490
78869.454,495
78869.459,498
78869.465,509
78869.47,518
78869.475,526
78869.48,533
78869.486,544
78869.491,556
78869.496,563
78869.501,571
78869.507,583
78869.512,593
78869.517,598
78869.522,605
78869.528,615
78869.533,621
78869.538,625
78869.543,630
78869.549,637
78869.554,639
78869.559,638
78869.564,640
78869.57,642
78869.575,639
78869.58,635
78869.585,634
78869.591,633
78869.596,626
78869.601,621
78869.607,618
78869.612,615
78869.617,607
78869.622,601
78869.628,600
78869.633,595
78869.638,587
78869.643,584
78869.649,582
78869.654,578
78869.659,572
78869.664,570
78869.67,570
78869.675,565
78869.68,560
78869.685,559
78869.691,558
78869.696,554
78869.701,551
78869.706,552
78869.712,552
78869.717,548
78869.722,546
78869.727,548
78869.733,548
78869.738,544
78869.743,543
78869.748,547
78869.754,545
78869.759,542
78869.764,543
78869.77,546
78869.775,545
78869.78,541
78869.785,543
78869.791,544
78869.796,542
78869.801,539
78869.806,542
78869.812,544
78869.817,541
78869.822,540
78869.827,544
78869.833,546
78869.838,544
78869.843,545
78869.848,549
78869.854,548
78869.859,547
78869.864,548
78869.869,551
78869.875,550
78869.88,547
78869.885,549
78869.89,551
78869.896,548
78869.901,546
78869.906,548
78869.911,549
78869.917,545
78869.922,543
78869.927,545
78869.932,545
78869.938,542
78869.943,541
78869.948,544
78869.954,542
78869.959,538
78869.964,539
78869.969,541
78869.975,538
78869.98,535
78869.985,536
78869.99,537
78869.996,532
78870.001,530
78870.006,531
78870.011,531
78870.017,526
78870.022,524
78870.027,526
78870.032,524
78870.038,519
78870.043,518
78870.048,520
78870.053,517
78870.059,513
78870.064,513
78870.069,515
78870.074,512
78870.08,509
78870.085,510
78870.09,511
78870.095,508
78870.101,505
78870.106,508
78870.111,509
78870.116,507
78870.122,505
78870.127,509
78870.132,509
78870.138,506
78870.143,507
78870.148,510
78870.153,511
78870.159,508
78870.164,510
78870.169,512
78870.174,510
78870.18,508
78870.185,509
78870.19,512
78870.195,510
78870.201,508
78870.206,510
78870.211,511
78870.216,508
78870.222,505
78870.227,508
78870.232,508
78870.237,504
78870.243,503
78870.248,504
78870.253,503
78870.258,499
78870.264,500
78870.269,504
78870.274,501
78870.279,499
78870.285,500
78870.29,502
78870.295,500
78870.3,497
78870.306,499
78870.311,499
78870.316,495
78870.322,495
78870.327,498
78870.332,498
78870.337,495
78870.343,494
78870.348,497
78870.353,496
78870.358,494
78870.364,494
78870.369,497
78870.374,496
78870.379,493
78870.385,495
78870.39,496
78870.395,495
78870.4,492
78870.406,495
78870.411,495
78870.416,492
78870.421,491
78870.427,494
78870.432,494
78870.437,491
78870.442,492
78870.448,495
78870.453,494
78870.458,492
78870.463,492
78870.469,494
78870.474,492
78870.479,489
78870.484,490
78870.49,493
78870.495,491
78870.5,490
78870.506,492
78870.511,494
78870.516,491
