HostTime_ns,Data
1786313963842086376,515
1786313963847055067,519
1786313963852245098,522
1786313963858236666,525
1786313963863062512,528
1786313963868066827,530
1786313963873058375,532
1786313963879063541,534
1786313963884059816,535
1786313963889249380,535
1786313963894134560,535
1786313963900152283,534
1786313963905239640,532
1786313963910249999,531
1786313963915058354,529
1786313963921184015,528
1786313963926244124,525
1786313963931222418,522
1786313963937073184,520
1786313963942225875,517
1786313963947226040,513
1786313963952077175,510
1786313963958220089,506
1786313963963249322,502
1786313963968185440,498
1786313963973232323,493
1786313963979219756,489
1786313963983949229,485
1786313963989081032,481
1786313963994131524,478
1786313964000131764,474
1786313964005109942,471
1786313964010182876,468
1786313964015089315,466
1786313964021050839,463
1786313964026040069,461
1786313964031009649,458
1786313964035957902,457
1786313964041913180,456
1786313964047022662,454
1786313964052067125,453
1786313964057045004,452
1786313964063035565,451
1786313964067943476,450
1786313964072913302,448
1786313964078041083,448
1786313964083931423,447
1786313964089038230,447
1786313964094036110,446
1786313964098913142,445
1786313964104971710,443
1786313964110069144,443
1786313964114942891,443
1786313964119968015,443
1786313964125962145,442
1786313964130936752,442
1786313964135977133,442
1786313964142063316,442
1786313964147066088,441
1786313964151955709,441
1786313964156931147,442
1786313964162959763,442
1786313964167979124,443
1786313964173066528,444
1786313964178231789,446
1786313964184034511,447
1786313964189262969,448
1786313964194254565,449
1786313964198989764,450
1786313964205123555,452
1786313964210113322,453
1786313964214959685,454
1786313964220164422,455
1786313964226211100,456
1786313964230941271,456
1786313964236002847,457
1786313964241063765,457
1786313964247083554,457
1786313964252019702,458
1786313964257231667,458
1786313964262241019,459
1786313964268108831,459
1786313964273255094,459
1786313964278247938,460
1786313964283155294,460
1786313964289200891,459
1786313964294248091,459
1786313964299043958,459
1786313964304089296,458
1786313964310237349,457
1786313964314987604,456
1786313964320069262,455
1786313964325983973,454
1786313964331029269,452
1786313964336032220,452
1786313964341191577,452
1786313964347049432,453
1786313964352031271,453
1786313964357318318,454
1786313964362052267,455
1786313964368032157,458
1786313964373246129,461
1786313964378216556,466
1786313964382988089,472
1786313964389190945,479
1786313964394206536,489
1786313964398960238,500
1786313964404179624,513
1786313964410106097,528
1786313964415006030,545
1786313964420052982,562
1786313964425054162,581
1786313964431001452,600
1786313964435992048,619
1786313964441222720,638
1786313964446244170,657
1786313964451996392,675
1786313964457063277,692
1786313964462061778,708
1786313964467088465,722
1786313964473205667,734
1786313964478226264,745
1786313964482954457,754
1786313964488211466,761
1786313964494229410,766
1786313964499002108,768
1786313964504242601,769
1786313964510235050,769
1786313964514951229,766
1786313964520243356,762
1786313964525251700,755
1786313964530986755,747
1786313964536004522,738
1786313964541207105,728
1786313964546264373,716
1786313964552214841,705
1786313964557096007,692
1786313964562224990,679
1786313964567206397,665
1786313964573176490,651
1786313964578226491,637
1786313964583167290,623
1786313964588230391,608
1786313964594217934,594
1786313964599020824,580
1786313964603981256,567
1786313964609226299,553
1786313964615814257,540
1786313964620222985,530
1786313964625213969,520
1786313964630230476,511
1786313964635942185,504
1786313964641263832,498
1786313964646236229,494
1786313964651109116,490
1786313964657241990,488
1786313964662144570,486
1786313964667198976,485
1786313964673143806,486
1786313964678239227,487
1786313964683042419,489
1786313964688210656,492
1786313964694217940,495
1786313964698988061,499
1786313964704224832,504
1786313964709266659,507
1786313964714991417,510
1786313964720097136,514
1786313964725091847,518
1786313964729947159,522
1786313964736042868,525
1786313964741226733,528
1786313964746229133,531
1786313964751073603,532
1786313964757228304,534
1786313964762228450,534
1786313964767071786,535
1786313964772223228,535
1786313964778224128,535
1786313964783093137,534
1786313964788254313,533
1786313964793253261,531
1786313964798978048,530
1786313964804206947,528
1786313964809053934,526
1786313964814040251,523
1786313964820123968,521
1786313964825133531,518
1786313964830104489,514
1786313964834963633,511
1786313964841102228,507
1786313964846101570,503
1786313964850973484,499
1786313964857017263,495
1786313964862139822,492
1786313964867222292,489
1786313964872229860,485
1786313964878016439,482
1786313964882925804,479
1786313964887961436,475
1786313964892965528,472
1786313964899074164,469
1786313964903929709,466
1786313964908922090,464
1786313964913941284,461
1786313964919949289,459
1786313964925017010,457
1786313964929972774,455
1786313964935009550,453
1786313964941004168,452
1786313964945947838,451
1786313964950981015,449
1786313964955994782,448
1786313964961986083,447
1786313964967098278,446
1786313964972099923,445
1786313964977090564,445
1786313964983130360,445
1786313964988158519,444
1786313964993137051,444
1786313964997992876,445
1786313965004046954,444
1786313965009265476,445
1786313965013973375,445
1786313965018939192,445
1786313965024986724,446
1786313965029926978,446
1786313965035050205,446
1786313965040985227,447
1786313965046090141,447
1786313965051047427,447
1786313965056088117,448
1786313965062074392,448
1786313965067043519,449
1786313965072004579,450
1786313965076998111,451
1786313965083021030,451
1786313965088001756,451
1786313965092989688,451
1786313965098026934,451
1786313965103997654,451
1786313965109086627,450
1786313965114010189,450
1786313965119892187,450
1786313965125151586,449
1786313965129927730,449
1786313965134930160,449
1786313965139999171,450
1786313965146082008,451
1786313965151025600,452
1786313965155997485,453
1786313965161083442,455
1786313965167021372,455
1786313965172077787,456
1786313965177222491,456
1786313965182165425,456
1786313965188230657,456
1786313965193228644,456
1786313965197987273,457
1786313965203213765,456
1786313965209254882,456
1786313965213987968,456
1786313965219102095,455
1786313965225007825,454
1786313965229915752,453
1786313965234940805,452
1786313965240075969,451
1786313965246070117,450
1786313965251040404,448
1786313965256124849,447
1786313965261225005,446
1786313965267049305,443
1786313965272067950,442
1786313965277066563,441
1786313965282197144,440
1786313965288231816,439
1786313965293225828,438
1786313965297989026,437
1786313965303226726,437
1786313965309253043,438
1786313965313997923,440
1786313965319074643,443
1786313965324153029,448
1786313965329940316,453
1786313965335063176,462
1786313965340229383,471
1786313965345229814,482
1786313965351063134,496
1786313965356226765,510
1786313965361066528,526
1786313965365954090,543
1786313965372065207,561
1786313965376954103,580
1786313965382007869,599
1786313965387203766,619
1786313965393203327,639
1786313965397959555,659
1786313965403249619,679
1786313965409266481,697
1786313965413979410,713
1786313965419077305,729
1786313965424077486,743
1786313965429988989,753
1786313965435107793,762
1786313965440210180,769
1786313965445205499,774
1786313965451108884,777
1786313965456203713,777
1786313965461207357,775
1786313965466128290,772
1786313965472214255,767
1786313965477217638,760
1786313965482021935,752
1786313965487213925,743
1786313965493347370,733
1786313965497987340,721
1786313965503261433,708
1786313965508236786,694
1786313965514029282,680
1786313965519179657,665
1786313965524196577,650
1786313965529202861,634
1786313965535189964,617
1786313965540234597,602
1786313965545225096,586
1786313965549981281,570
1786313965556210064,556
1786313965561223641,543
1786313965565995775,530
1786313965571007383,519
1786313965577205893,509
1786313965582133110,501
1786313965587213686,493
1786313965593146012,487
1786313965597972503,483
1786313965603243293,479
1786313965608238541,477
1786313965613978131,476
1786313965619176306,476
1786313965624247129,476
1786313965629374973,477
1786313965635196931,479
1786313965640109439,483
1786313965645230299,486
1786313965649919372,489
1786313965656031118,493
1786313965661230182,497
1786313965666074523,501
1786313965671072378,505
1786313965677209953,508
1786313965682003369,512
1786313965687099684,515
1786313965692256045,518
1786313965698004777,521
1786313965703213219,523
1786313965708214979,525
1786313965712932913,526
1786313965719029149,527
1786313965724029561,527
1786313965729063487,526
1786313965734221567,526
1786313965740225604,525
1786313965745232425,524
1786313965750170507,522
1786313965755227424,520
1786313965761238030,518
1786313965765995447,515
1786313965771028159,512
1786313965777191592,509
1786313965782097815,505
1786313965787233890,501
1786313965792240315,498
1786313965798122195,495
1786313965803228245,491
1786313965808236855,488
1786313965812991486,484
1786313965819061474,481
1786313965824111629,478
1786313965829153243,474
1786313965833973378,471
1786313965840099945,467
1786313965845282341,465
1786313965849922555,462
1786313965855071152,459
1786313965860999353,457
1786313965866062625,455
1786313965871221885,452
1786313965876091091,451
1786313965882054234,449
1786313965887134802,448
1786313965892250690,446
1786313965897036549,444
1786313965903066155,442
1786313965908224708,441
1786313965913049268,439
1786313965918143145,439
1786313965924201994,437
1786313965929170230,436
1786313965934203843,434
1786313965939208800,433
1786313965945159178,432
1786313965950009647,431
1786313965955189067,430
1786313965960216807,430
1786313965966143415,428
1786313965971202336,428
1786313965976204286,428
1786313965982043182,428
1786313965987166782,427
1786313965992237656,427
1786313965996994773,427
1786313966003043773,427
1786313966008180146,426
1786313966013047875,426
1786313966018032985,426
1786313966023991808,427
1786313966028976173,427
1786313966033943949,428
1786313966039084314,428
1786313966045081029,428
1786313966050008180,429
1786313966055006940,430
1786313966060089339,431
1786313966066051270,431
1786313966071089256,432
1786313966076083178,433
1786313966081093512,434
1786313966087015258,435
1786313966092082354,435
1786313966096930144,436
1786313966102012045,437
1786313966108085815,436
1786313966113002365,437
1786313966117955274,437
1786313966123081992,438
1786313966128925291,439
1786313966134053819,439
1786313966138998101,439
1786313966144028241,440
1786313966150049297,440
1786313966155035811,440
1786313966160033256,441
1786313966165067179,441
1786313966171034321,441
1786313966176231351,442
1786313966181002660,442
1786313966187238665,442
1786313966192239768,442
1786313966197001679,443
1786313966202183975,443
1786313966208244407,442
1786313966212979532,442
1786313966218145143,442
1786313966223116007,440
1786313966228942451,439
1786313966234223988,438
1786313966239223462,437
1786313966244247759,436
1786313966250008995,436
1786313966255094909,435
1786313966259975770,434
1786313966264991514,433
1786313966270967849,433
1786313966276233577,432
1786313966281013768,432
1786313966286073634,431
1786313966292240772,430
1786313966296963760,430
1786313966302037889,430
1786313966307028560,429
1786313966312983558,428
1786313966318120728,428
1786313966323229454,427
1786313966328231354,426
1786313966334225027,426
1786313966339185982,426
1786313966344217730,426
1786313966350062463,426
1786313966355100708,427
1786313966360003971,429
1786313966365214346,432
1786313966371221239,436
1786313966376068977,442
1786313966381051082,448
1786313966386212064,457
1786313966392236117,467
1786313966396947407,480
1786313966402029238,495
1786313966407227418,511
1786313966412986327,529
1786313966418234632,547
1786313966423230668,568
1786313966428221031,589
1786313966434029648,610
1786313966439225790,632
1786313966444216123,652
1786313966448950974,671
1786313966454992845,690
1786313966459940587,707
1786313966464927518,722
1786313966470050008,735
1786313966476737066,746
1786313966481028629,756
1786313966486153445,763
1786313966491081006,767
1786313966497102603,770
1786313966502021693,770
1786313966506997320,768
1786313966512006169,765
1786313966518012183,760
1786313966522958399,753
1786313966527940331,744
1786313966535665295,735
1786313966538961770,724
1786313966543919690,712
1786313966548961182,699
1786313966554935823,686
1786313966559921307,671
1786313966564935436,656
1786313966569919190,641
1786313966576018841,625
1786313966580998744,609
1786313966586123220,593
1786313966591103312,577
1786313966597008458,562
1786313966602183904,548
1786313966607166710,535
1786313966611941848,523
1786313966618144441,511
1786313966623227598,501
1786313966628202821,492
1786313966633087305,486
1786313966639050748,480
1786313966644043041,475
1786313966649075777,472
1786313966654038506,469
1786313966660179614,468
1786313966664949414,468
1786313966669971089,468
1786313966675051193,471
1786313966681030707,474
1786313966686074290,477
1786313966691248347,481
1786313966695962769,485
1786313966702186962,490
1786313966707054938,494
1786313966711932991,498
1786313966718023851,503
1786313966723189116,507
1786313966728351325,512
1786313966733255219,516
1786313966739229823,520
1786313966744239615,523
1786313966749064923,525
1786313966754072682,527
1786313966760235925,529
1786313966765056433,529
1786313966770175651,529
1786313966775237845,529
1786313966781133361,528
1786313966786232896,527
1786313966791248327,525
1786313966795998714,522
1786313966802189048,520
1786313966807238152,516
1786313966811988414,514
1786313966817181937,511
1786313966823234356,508
1786313966828259791,504
1786313966833179931,502
1786313966838222028,500
1786313966844245300,497
1786313966849095685,494
1786313966854065560,490
1786313966859063220,488
1786313966864990883,484
1786313966870091418,480
1786313966875121671,477
1786313966880956309,474
1786313966886062700,470
1786313966891230091,468
1786313966896051827,465
1786313966902095764,463
1786313966907237371,460
1786313966912026825,458
1786313966917139441,457
1786313966923224930,455
1786313966928099353,453
1786313966933109144,451
1786313966938206669,450
1786313966944222317,448
1786313966949030553,447
1786313966954231334,446
1786313966959234472,446
1786313966964959166,445
1786313966970021728,444
1786313966975219430,443
1786313966979976623,443
1786313966986202955,443
1786313966991221728,443
1786313966996001841,443
1786313967001120190,443
1786313967006976047,443
1786313967012051508,444
1786313967016997743,444
1786313967022054020,444
1786313967028094700,444
1786313967033084929,444
1786313967038026906,445
1786313967043055006,446
1786313967048983817,446
1786313967054056111,447
1786313967059063057,447
1786313967064975162,447
1786313967070071725,447
1786313967075140844,447
1786313967079987169,447
1786313967085939750,448
1786313967091060638,448
1786313967095893710,450
1786313967101091940,450
1786313967107067196,451
1786313967111940264,452
1786313967117080792,453
1786313967122056547,454
1786313967127948365,455
1786313967133046171,456
1786313967138054731,457
1786313967143055944,458
1786313967149068490,459
1786313967154059164,459
1786313967159055410,461
1786313967164080714,462
1786313967170068123,463
1786313967175230167,463
1786313967180272610,462
1786313967185212907,461
1786313967191224677,460
1786313967195988709,459
1786313967201217882,458
1786313967206214986,457
1786313967211984791,455
1786313967217063844,455
1786313967221912361,454
1786313967227224160,453
1786313967233162626,452
1786313967238216520,451
1786313967243216645,449
1786313967249190688,447
1786313967254158144,446
1786313967259222938,444
1786313967263976106,443
1786313967270166486,442
1786313967275128227,441
1786313967280026733,440
1786313967285104479,439
1786313967291222327,437
1786313967296013128,435
1786313967301061998,434
1786313967306222614,432
1786313967312086251,431
1786313967317018162,430
1786313967322203824,430
1786313967327226662,430
1786313967333014613,431
1786313967338212402,432
1786313967343216872,434
1786313967348060513,436
1786313967354217406,440
1786313967359260571,445
1786313967364192840,450
1786313967369222835,458
1786313967375217129,467
1786313967379968986,478
1786313967385210394,491
1786313967390258490,505
1786313967395997914,520
1786313967401028806,536
1786313967406065689,554
1786313967411173476,572
1786313967417225455,589
1786313967422226808,608
1786313967427198498,626
1786313967433195037,644
1786313967438217329,661
1786313967443201318,677
1786313967448196051,692
1786313967454176473,705
1786313967459206583,717
1786313967464106682,726
1786313967469095257,734
1786313967475136900,740
1786313967479944030,744
1786313967485060610,745
1786313967490235313,745
1786313967495969974,744
1786313967501098575,741
1786313967506231798,737
1786313967510969828,730
1786313967517191572,723
1786313967522219287,714
1786313967527116836,703
1786313967532014746,692
1786313967538190328,680
1786313967543046897,667
1786313967548067484,652
1786313967553065704,638
1786313967559094305,623
1786313967564096898,608
1786313967569224025,591
1786313967574207442,576
1786313967580058193,561
1786313967585222183,546
1786313967590160451,532
1786313967594940778,519
1786313967601194057,508
1786313967606182330,498
1786313967610957527,489
1786313967617069130,481
1786313967622219779,475
1786313967627032417,470
1786313967632068734,467
1786313967638066364,465
1786313967643035216,464
1786313967648063384,463
1786313967653063199,464
1786313967659094760,466
1786313967664073850,468
1786313967669178726,471
1786313967674218072,476
1786313967680074175,481
1786313967685210312,486
1786313967690255256,491
1786313967694950678,496
1786313967701094197,501
1786313967706002806,506
1786313967710926937,511
1786313967715968945,515
1786313967722244156,519
1786313967727014978,523
1786313967732172552,525
1786313967737219285,527
1786313967742949092,529
1786313967747984551,530
1786313967753057292,531
1786313967758059632,531
1786313967764055208,531
1786313967769190640,530
1786313967774243317,528
1786313967780062184,526
1786313967785059699,524
1786313967790052976,521
1786313967795068706,519
1786313967801064034,516
1786313967806054892,514
1786313967810998867,510
1786313967816055274,507
1786313967822050500,504
1786313967826922790,500
1786313967832038761,497
1786313967837236250,493
1786313967842942435,490
1786313967848062010,486
1786313967853123914,482
1786313967858196818,479
1786313967864023476,476
1786313967869166435,473
1786313967874205080,470
1786313967879141539,467
1786313967885196027,464
1786313967890193426,461
1786313967895144420,458
1786313967900094057,456
1786313967906241575,453
1786313967910943001,451
1786313967916210739,449
1786313967921229859,447
1786313967927281786,446
1786313967931955989,445
1786313967937225106,443
1786313967942189404,442
1786313967948117455,442
1786313967953189452,441
1786313967958173941,441
1786313967964004135,441
1786313967969021334,440
1786313967974051848,439
1786313967979040983,438
1786313967985021160,438
1786313967990072932,437
1786313967995185438,438
1786313968000101646,437
1786313968006107647,437
1786313968010942109,437
1786313968015978818,438
1786313968021057056,438
1786313968026952848,438
1786313968031963765,439
1786313968037048073,439
1786313968042054834,439
1786313968048105158,439
1786313968053031949,439
1786313968058059629,440
1786313968062973464,441
1786313968069059311,441
1786313968074052811,442
1786313968078974445,443
1786313968083949985,444
1786313968089948942,445
1786313968094928535,446
1786313968099960535,447
1786313968105085911,448
1786313968110954445,450
1786313968116103008,451
1786313968121078717,453
1786313968126083870,454
1786313968132117019,455
1786313968137084268,456
1786313968142085697,457
1786313968147968330,456
1786313968153055685,456
1786313968158052538,455
1786313968162984150,454
1786313968169056450,453
1786313968174238295,452
1786313968179039475,451
1786313968184247617,450
1786313968190235953,449
1786313968195005415,449
1786313968200242483,447
1786313968205252066,446
1786313968210920612,445
1786313968216043062,444
1786313968221068570,443
1786313968226196069,442
1786313968232068570,441
1786313968237220890,440
1786313968242224418,439
1786313968247063372,438
1786313968253054075,438
1786313968258219429,438
1786313968263067367,437
1786313968268259778,437
1786313968274227731,437
1786313968279057147,437
1786313968284219092,439
1786313968289237109,442
1786313968295027231,447
1786313968300173941,452
1786313968305223346,460
1786313968309978363,469
1786313968316141043,481
1786313968321089510,495
1786313968326147955,510
1786313968331985327,526
1786313968337181931,544
1786313968342225692,564
1786313968347115819,583
1786313968353211387,603
1786313968358194493,623
1786313968363003791,644
1786313968368181609,663
1786313968374206023,681
1786313968379163154,698
1786313968384196471,715
1786313968389225674,728
1786313968395037958,741
1786313968400186305,752
1786313968405196790,761
1786313968409992566,768
1786313968416093391,773
1786313968421215702,776
1786313968426162915,776
1786313968431071273,775
1786313968437267474,771
1786313968442213510,766
1786313968447063838,760
1786313968452223088,752
1786313968458227776,742
1786313968463057736,732
1786313968468216371,720
1786313968473225181,708
1786313968479079827,695
1786313968484070271,681
1786313968489244739,667
1786313968494050277,653
1786313968500094926,638
1786313968505210684,623
1786313968510005679,606
1786313968515974777,591
1786313968521013088,576
1786313968526191222,562
1786313968530953197,548
1786313968537016838,536
1786313968542009023,525
1786313968547063796,515
1786313968552204767,506
1786313968558198019,498
1786313968563018262,493
1786313968568018570,487
1786313968573024394,483
1786313968579047013,481
1786313968584069405,479
1786313968589240996,478
1786313968593985784,479
1786313968600137997,480
1786313968605203192,482
1786313968609933317,484
1786313968615057971,488
1786313968621087188,491
1786313968626185024,495
1786313968631058499,499
1786313968636239330,504
1786313968642052501,509
1786313968647054200,512
1786313968652049138,517
1786313968657218214,520
1786313968663205663,523
1786313968668155643,527
1786313968673229689,529
1786313968677963651,531
1786313968684243338,532
1786313968689238051,533
1786313968693985025,533
1786313968700143701,531
1786313968705220448,531
1786313968709938302,529
1786313968715150478,527
1786313968721220411,525
1786313968726123152,523
1786313968731197279,520
1786313968736051543,517
1786313968742200424,514
1786313968747069777,510
1786313968752207942,507
1786313968757189123,504
1786313968763213362,501
1786313968768238004,497
1786313968773214149,494
1786313968778015493,491
1786313968784120165,487
1786313968789248933,484
1786313968793923886,481
1786313968799221039,479
1786313968805222384,476
1786313968810024693,473
1786313968815216476,470
1786313968820216226,467
1786313968826100692,464
1786313968831219892,462
1786313968836158551,459
1786313968841214686,457
1786313968847210007,454
1786313968852210218,452
1786313968857195069,450
1786313968862054067,448
1786313968868367093,446
1786313968873210217,445
1786313968878086122,445
1786313968884216804,443
1786313968889242364,442
1786313968893973134,441
1786313968899062089,440
1786313968905236247,439
1786313968910014247,438
1786313968915109140,438
1786313968920091088,438
1786313968926067788,438
1786313968931116400,438
1786313968936151576,438
1786313968941224500,438
1786313968947045889,437
1786313968951977824,437
1786313968957216253,436
1786313968962058531,436
1786313968968213479,436
1786313968973224631,436
1786313968978144421,436
1786313968983208660,436
1786313968989219753,437
1786313968994037762,438
1786313968999025181,440
1786313969004109063,440
1786313969009998816,442
1786313969015092237,443
1786313969020055793,444
1786313969025039350,445
1786313969031085134,445
1786313969036039173,446
1786313969041037083,447
1786313969046030087,448
1786313969052053755,449
1786313969057047375,451
1786313969062045887,453
1786313969068047643,455
1786313969073049322,456
1786313969078033386,457
1786313969083056319,459
1786313969089053551,461
1786313969093898401,462
1786313969099071923,464
1786313969104051040,465
1786313969109909480,466
1786313969115124147,466
1786313969120068659,466
1786313969125066875,466
1786313969131051081,466
1786313969135901523,465
1786313969140997704,465
1786313969146059111,464
1786313969152031475,463
