HostTime_ns,Data
1786314149227608055,372
1786314149232720497,372
1786314149237642440,372
1786314149243448719,371
1786314149248828360,372
1786314149253597911,373
1786314149258602752,376
1786314149264799187,380
1786314149269613201,384
1786314149274819721,393
1786314149279678937,403
1786314149285610214,417
1786314149290773338,433
1786314149295629021,453
1786314149300623360,476
1786314149306644846,501
1786314149311615131,529
1786314149316600434,559
1786314149321799885,591
1786314149327546838,622
1786314149332654064,655
1786314149337641129,687
1786314149342568663,719
1786314149348649629,748
1786314149353651701,776
1786314149358699261,801
1786314149363701814,822
1786314149369689207,840
1786314149374788883,854
1786314149379639875,864
1786314149384658038,872
1786314149390786251,876
1786314149395628680,876
1786314149400587202,873
1786314149405635956,867
1786314149411620100,857
1786314149416614161,845
1786314149421593812,831
1786314149426601832,814
1786314149432680411,795
1786314149437772755,774
1786314149442657979,752
1786314149448616302,728
1786314149453617424,703
1786314149458667889,678
1786314149463612532,653
1786314149469607225,626
1786314149474625231,600
1786314149479634101,575
1786314149484665372,549
1786314149490726531,524
1786314149495732731,500
1786314149500546735,478
1786314149505547435,457
1786314149511764744,439
1786314149516608868,422
1786314149521553134,407
1786314149526769001,394
1786314149532557894,383
1786314149537608487,375
1786314149542546392,369
1786314149547620018,364
1786314149553648459,362
1786314149558547891,362
1786314149563697354,363
1786314149568532511,367
1786314149574609981,371
1786314149579715069,377
1786314149584640484,384
1786314149589810075,392
1786314149595803086,400
1786314149600550222,408
1786314149605815842,417
1786314149610804031,426
1786314149616612419,435
1786314149621614914,444
1786314149626771725,452
1786314149632434015,460
1786314149637649149,467
1786314149642583052,474
1786314149647806069,479
1786314149653642830,483
1786314149658543292,487
1786314149663808649,489
1786314149668763225,491
1786314149674768287,492
1786314149679794872,492
1786314149684643403,491
1786314149689641436,490
1786314149695805510,488
1786314149700570840,486
1786314149705648305,483
1786314149710831979,479
1786314149716621760,476
1786314149721732577,472
1786314149726826410,467
1786314149731802695,463
1786314149737643663,460
1786314149742518564,456
1786314149747808954,452
1786314149752612286,449
1786314149758540005,445
1786314149763609459,441
1786314149768607520,437
1786314149773605634,433
1786314149779794840,430
1786314149784721972,426
1786314149789532039,423
1786314149794603786,420
1786314149800570475,417
1786314149805737097,413
1786314149810738040,409
1786314149816670180,405
1786314149821607779,401
1786314149826621684,398
1786314149831608088,394
1786314149837610662,391
1786314149842557981,387
1786314149847605262,383
1786314149852648534,381
1786314149858598063,378
1786314149863571808,375
1786314149868533259,372
1786314149873540129,369
1786314149879646941,366
1786314149884516706,365
1786314149889645124,363
1786314149894670362,361
1786314149900512756,360
1786314149905540780,359
1786314149910608088,357
1786314149915488645,356
1786314149921510315,356
1786314149926587464,355
1786314149931678685,355
1786314149936573726,355
1786314149942524467,355
1786314149947627837,355
1786314149952608417,356
1786314149957563956,357
1786314149963522635,358
1786314149968525471,359
1786314149973527479,360
1786314149979437732,362
1786314149984556891,363
1786314149989534942,364
1786314149994566208,365
1786314150000825358,367
1786314150005531304,367
1786314150010527548,368
1786314150015510502,369
1786314150021521532,370
1786314150026531401,370
1786314150031485383,370
1786314150036543913,371
1786314150042510704,371
1786314150047550506,371
1786314150052508093,371
1786314150057603476,371
1786314150063562929,370
1786314150068507502,369
1786314150073648077,368
1786314150078545765,368
1786314150084524175,366
1786314150089459692,365
1786314150094519133,364
1786314150099510418,362
1786314150105504778,361
1786314150110544727,359
1786314150115495124,359
1786314150120499403,358
1786314150126516362,358
1786314150131666826,359
1786314150136495907,361
1786314150141633043,363
1786314150147526924,367
1786314150152650527,371
1786314150157646012,378
1786314150163453709,386
1786314150168506774,396
1786314150173827615,409
1786314150178707930,425
1786314150184706058,443
1786314150189676360,462
1786314150194523417,485
1786314150199805713,509
1786314150205614941,533
1786314150210676415,559
1786314150215522904,587
1786314150220600862,613
1786314150226517801,640
1786314150231680603,665
1786314150236551417,690
1786314150241557878,713
1786314150247552722,734
1786314150252773995,752
1786314150257643767,768
1786314150262706695,782
1786314150268591844,792
1786314150273515534,798
1786314150278633485,802
1786314150283653052,803
1786314150289552926,800
1786314150294568431,795
1786314150299564216,788
1786314150304581225,778
1786314150310549535,765
1786314150315625996,751
1786314150320543900,735
1786314150325542776,716
1786314150331558703,697
1786314150336551167,677
1786314150341555085,655
1786314150347411573,632
1786314150352573648,608
1786314150357621230,585
1786314150362534925,562
1786314150368871583,539
1786314150373638032,517
1786314150378824326,496
1786314150384238022,476
1786314150389545516,458
1786314150394645078,441
1786314150399655552,427
1786314150405778181,413
1786314150410689116,401
1786314150415548287,391
1786314150420546348,383
1786314150425582898,377
1786314150431593540,372
1786314150436549554,370
1786314150441597470,369
1786314150446667264,371
1786314150452563944,373
1786314150457490272,377
1786314150462644011,381
1786314150467656092,388
1786314150473569789,395
1786314150478752291,402
1786314150483628301,410
1786314150488607943,417
1786314150494627102,425
1786314150499535597,434
1786314150504605517,442
1786314150509823912,449
1786314150515565998,456
1786314150520557291,463
1786314150526173160,469
1786314150531521309,474
1786314150536661903,479
1786314150541539419,483
1786314150546654932,486
1786314150552528674,488
1786314150557611042,490
1786314150562650287,491
1786314150567570243,491
1786314150573543825,491
1786314150578601543,490
1786314150583568027,488
1786314150588531667,485
1786314150594533896,483
1786314150599592060,480
1786314150604615173,478
1786314150609531602,474
1786314150615503767,471
1786314150620678298,468
1786314150625642530,464
1786314150630607426,461
1786314150636668991,457
1786314150641678878,453
1786314150646632514,450
1786314150651630120,446
1786314150657592439,443
1786314150662643044,440
1786314150667645549,436
1786314150672539813,432
1786314150678614170,429
1786314150683637205,425
1786314150688632376,422
1786314150693607200,419
1786314150699628552,417
1786314150704607282,414
1786314150709607621,412
1786314150715923505,410
1786314150721894434,408
1786314150725642856,405
1786314150731558004,403
1786314150736636353,402
1786314150741530415,401
1786314150746794182,400
1786314150752833410,399
1786314150757564067,399
1786314150762504377,399
1786314150767585952,399
1786314150774019796,399
1786314150779035609,399
1786314150783519178,399
1786314150788870575,400
1786314150794796844,399
1786314150799798636,401
1786314150804538778,401
1786314150809489648,401
1786314150815157736,402
1786314150821150958,402
1786314150825534725,402
1786314150830623660,402
1786314150835532950,402
1786314150841636571,401
1786314150846524834,401
1786314150851530039,400
1786314150856486944,399
1786314150862535252,398
1786314150867509678,397
1786314150872513308,396
1786314150877507424,396
1786314150883518789,395
1786314150888505079,394
1786314150893614276,394
1786314150899528025,394
1786314150904503980,393
1786314150909658989,393
1786314150914545589,394
1786314150920608604,393
1786314150925788392,394
1786314150930610610,394
1786314150935610100,395
1786314150941612290,395
1786314150946832027,395
1786314150951618941,394
1786314150956767405,394
1786314150962795326,394
1786314150967618279,394
1786314150972620417,395
1786314150977615053,397
1786314150983632131,400
1786314150988791919,404
1786314150993562654,410
1786314150998543868,417
1786314151004519893,426
1786314151009505792,436
1786314151014488918,448
1786314151019624238,464
1786314151025544854,480
1786314151030665943,499
1786314151035502130,519
1786314151040528311,541
1786314151046671926,563
1786314151051538374,586
1786314151056502111,609
1786314151061676067,631
1786314151067536222,653
1786314151072639667,674
1786314151077546416,694
1786314151083542733,712
1786314151088503300,729
1786314151093524952,743
1786314151098507879,755
1786314151104502653,764
1786314151109645274,770
1786314151114495038,774
1786314151119528887,775
1786314151125526921,774
1786314151130674217,771
1786314151135539833,766
1786314151140653675,758
1786314151146649202,749
1786314151151510901,737
1786314151156502345,724
1786314151161664945,708
1786314151167513417,691
1786314151172782094,673
1786314151177679197,655
1786314151182572654,636
1786314151188639904,614
1786314151193555020,594
1786314151198662694,574
1786314151203641545,554
1786314151209738304,534
1786314151214568081,516
1786314151219695920,499
1786314151224875470,483
1786314151230808980,468
1786314151235713144,455
1786314151240829934,443
1786314151246601518,433
1786314151251601347,425
1786314151256796456,419
1786314151261715755,415
1786314151267753521,412
1786314151272608775,411
1786314151277600302,412
1786314151282661341,413
1786314151288786426,416
1786314151293577160,421
1786314151298588930,427
1786314151303638617,432
1786314151309676079,439
1786314151314645478,445
1786314151319640973,453
1786314151324677480,460
1786314151330685262,466
1786314151335637977,474
1786314151340708011,481
1786314151345818046,487
1786314151351646524,493
1786314151356636861,498
1786314151361536257,503
1786314151366608866,506
1786314151372622707,509
1786314151377594382,512
1786314151382629180,514
1786314151387639770,516
1786314151393595323,518
1786314151398522484,519
1786314151403656021,520
1786314151409458583,521
1786314151414567404,521
1786314151419665516,521
1786314151424815809,520
1786314151430551817,519
1786314151435639184,518
1786314151440648278,516
1786314151445720037,513
1786314151451536033,510
1786314151456655390,507
1786314151461624306,503
1786314151466625321,498
1786314151472609699,494
1786314151477541987,491
1786314151482629488,486
1786314151487606469,482
1786314151493654477,479
1786314151498565077,475
1786314151503606987,471
1786314151508618686,467
1786314151514611090,464
1786314151519833186,461
1786314151524824918,457
1786314151529661102,453
1786314151535609428,450
1786314151540620966,447
1786314151545725132,444
1786314151550602546,441
1786314151556622437,438
1786314151561735069,435
1786314151566750336,433
1786314151571784720,430
1786314151577582125,429
1786314151582595833,427
1786314151587643438,424
1786314151593722320,423
1786314151598540492,422
1786314151603781817,421
1786314151608795830,420
1786314151614564799,420
1786314151619770986,420
1786314151624691082,419
1786314151629762097,419
1786314151635751625,419
1786314151640777947,418
1786314151645703145,419
1786314151650755126,418
1786314151656796599,418
1786314151661781650,418
1786314151666799241,418
1786314151671802329,417
1786314151677584717,418
1786314151682629245,418
1786314151687639175,417
1786314151692640964,417
1786314151698607576,418
1786314151703636827,418
1786314151708638623,418
1786314151713805663,419
1786314151719638699,420
1786314151724789452,421
1786314151729801290,422
1786314151734639222,423
1786314151740750942,425
1786314151745754556,426
1786314151750642437,428
1786314151755797016,431
1786314151761554463,434
1786314151766638215,439
1786314151771638037,446
1786314151776632162,454
1786314151782620148,464
1786314151787639567,475
1786314151792650321,489
1786314151798580357,504
1786314151803785561,521
1786314151808839707,539
1786314151813555946,560
1786314151819603684,581
1786314151824783101,603
1786314151829707993,626
1786314151834706556,650
1786314151840678839,673
1786314151845541035,696
1786314151850640139,718
1786314151855636376,738
1786314151861588222,757
1786314151866643815,774
1786314151871642505,789
1786314151876816509,801
1786314151882624058,811
1786314151887801874,817
1786314151892864789,821
1786314151897557522,822
1786314151903806683,820
1786314151908808493,816
1786314151913522933,810
1786314151918800646,802
1786314151924785935,790
1786314151929808132,778
1786314151934607108,763
1786314151939607461,747
1786314151945688711,729
1786314151950607827,710
1786314151955836749,690
1786314151960765039,668
1786314151966604409,647
1786314151971630135,626
1786314151976828554,604
1786314151982591704,584
1786314151987609565,564
1786314151992624686,544
1786314151997601415,526
1786314152003718438,509
1786314152008497122,492
1786314152013519183,477
1786314152018496458,465
1786314152024502425,454
1786314152029501675,444
1786314152034519267,436
1786314152039686135,431
1786314152045776752,427
1786314152050684831,423
1786314152055644839,422
1786314152060630677,422
1786314152066530158,424
1786314152071643435,426
1786314152076645881,430
1786314152081501649,434
1786314152087501398,440
1786314152092647143,447
1786314152097619385,455
1786314152102511148,462
1786314152108734304,469
1786314152113508095,478
1786314152118616328,486
1786314152123644478,493
1786314152129494428,500
1786314152134506968,507
1786314152139637476,512
1786314152144643321,517
1786314152150518993,522
1786314152155652721,526
1786314152160654776,529
1786314152166522168,532
1786314152171643769,532
1786314152176821013,533
1786314152181621798,534
1786314152187846210,532
1786314152192859506,532
1786314152197705983,531
1786314152202603767,529
1786314152208761905,527
1786314152213615090,525
1786314152218842804,522
1786314152223826441,519
1786314152229873141,515
1786314152234693538,510
1786314152239830695,506
1786314152244811983,502
1786314152250791809,496
1786314152255672113,492
1786314152260755657,488
1786314152265655502,483
1786314152271758061,479
1786314152276862710,475
1786314152281573614,471
1786314152286709080,467
1786314152292836522,463
1786314152297571666,459
1786314152302635854,456
1786314152307799574,454
1786314152313487963,452
1786314152318625572,449
1786314152323804263,447
1786314152329726044,445
1786314152334748338,443
1786314152339783194,442
1786314152345523631,441
1786314152350642445,440
1786314152355638827,439
1786314152360799862,438
1786314152365612185,437
1786314152371643928,436
1786314152376635993,436
1786314152381654227,436
1786314152386639082,435
1786314152392621789,435
1786314152397591880,434
1786314152402810206,435
1786314152407800263,435
1786314152413603711,434
1786314152418618983,436
1786314152423636680,435
1786314152428555010,434
1786314152434783051,434
1786314152439782646,434
1786314152444765822,433
1786314152449594832,433
1786314152455801679,432
1786314152460843060,432
1786314152465577052,431
1786314152470800929,431
1786314152476800065,431
1786314152481555751,430
1786314152486806020,429
1786314152491795531,429
1786314152497587503,428
1786314152502637931,429
1786314152507633629,429
1786314152513591086,430
1786314152518805593,432
1786314152523804941,434
1786314152528921722,438
1786314152534640837,444
1786314152539803943,452
1786314152544820663,460
1786314152549643361,470
1786314152555642220,483
1786314152560698038,498
1786314152565626245,514
1786314152570813757,532
1786314152576797468,553
1786314152581633578,574
1786314152586632262,596
1786314152591801498,619
1786314152597541640,642
1786314152602640401,664
1786314152607643250,687
1786314152612586421,708
1786314152618786141,729
1786314152623803391,748
1786314152628802324,764
1786314152633636077,779
1786314152639803134,791
1786314152644788386,801
1786314152649565029,809
1786314152654661555,813
1786314152660791708,815
1786314152665760607,814
1786314152670798791,811
1786314152675773172,805
1786314152681829009,797
1786314152686796720,786
1786314152691799572,774
1786314152696557289,760
1786314152702636191,744
1786314152707643233,727
1786314152712587258,708
1786314152718629717,688
1786314152723804286,668
1786314152728798691,647
1786314152733639706,625
1786314152739637332,604
1786314152744634693,583
1786314152749775044,562
1786314152754811690,542
1786314152760798086,524
1786314152765638544,507
1786314152770809047,490
1786314152775801781,476
1786314152781613900,463
1786314152786742829,452
1786314152791793687,443
1786314152796563294,436
1786314152802636853,431
1786314152807636139,427
1786314152812620115,426
1786314152817638739,426
1786314152823643078,427
1786314152828633618,430
1786314152833575776,433
1786314152838779800,438
1786314152844796446,444
1786314152849687791,450
1786314152854750040,458
1786314152859792940,465
1786314152865654899,473
1786314152870807126,481
1786314152875843370,488
1786314152881676142,496
1786314152886780820,502
1786314152891801593,509
1786314152896774186,515
1786314152902634905,521
1786314152907814091,525
1786314152912573023,529
1786314152917637833,533
1786314152923802999,537
1786314152928795678,539
1786314152933598349,540
1786314152938588746,542
1786314152944637524,542
1786314152949639051,542
1786314152954802374,541
1786314152959799052,540
1786314152965646541,539
1786314152970801757,536
1786314152975838903,533
1786314152980519526,529
1786314152986803580,525
1786314152991831510,521
1786314152996603014,517
1786314153001711971,512
1786314153007804237,507
1786314153012512498,503
1786314153017559623,498
1786314153022509379,493
1786314153028534000,488
1786314153033534633,483
1786314153038642469,479
1786314153043639077,474
1786314153049532658,470
1786314153054653765,466
1786314153059649190,463
1786314153065610654,459
1786314153070663376,456
1786314153075645630,454
1786314153080536250,452
1786314153086700410,449
1786314153091679312,448
1786314153096731373,446
1786314153101571640,445
1786314153107675824,444
1786314153112527929,443
1786314153117567945,443
1786314153122669932,442
1786314153128666587,441
1786314153133694727,440
1786314153138671695,440
1786314153143678587,440
1786314153149689840,440
1786314153154640201,441
1786314153159674311,442
1786314153164525664,441
1786314153170546730,441
1786314153175636373,440
1786314153180598044,440
1786314153185813382,439
1786314153191852190,438
1786314153196641490,437
1786314153201631560,437
1786314153206635677,436
1786314153212551399,435
1786314153217762328,435
1786314153222646210,434
1786314153227759097,433
1786314153233581813,433
1786314153238760438,433
1786314153243760273,432
1786314153248535931,432
1786314153254783495,432
1786314153259794091,432
1786314153264532833,432
1786314153270809244,432
1786314153275774409,433
1786314153280536738,435
1786314153285606830,437
1786314153291857846,440
1786314153296605852,444
1786314153301812207,450
1786314153306812503,456
1786314153312569708,465
1786314153317640551,476
1786314153322799387,490
1786314153327784133,505
1786314153333630574,522
1786314153338797903,542
1786314153343791584,563
1786314153348633750,584
1786314153354779955,606
1786314153359763798,629
1786314153364658045,653
1786314153369770445,676
1786314153375758907,699
1786314153380557334,720
1786314153385760887,740
1786314153390760963,757
1786314153396571677,772
1786314153401781474,786
1786314153406800323,797
1786314153411737390,806
1786314153417635361,812
1786314153422808416,815
1786314153427790144,815
1786314153432802468,813
1786314153438805559,808
1786314153443815808,800
1786314153448795587,790
1786314153454776721,776
1786314153459726195,762
1786314153464533671,746
1786314153469691291,728
1786314153475656113,709
1786314153480572077,690
1786314153485662253,668
1786314153490662544,646
1786314153496569554,624
1786314153501759448,602
1786314153506589308,579
1786314153511529672,558
1786314153517953298,537
1786314153522519818,518
1786314153527492589,499
1786314153532502041,482
1786314153538483941,467
1786314153543455161,454
1786314153548535626,442
1786314153553496739,433
1786314153559530602,426
1786314153564590877,421
1786314153569577455,417
1786314153574572843,416
1786314153580654427,416
1786314153585534736,416
1786314153590532245,419
1786314153595526645,421
1786314153601535978,426
1786314153606518659,431
1786314153611522839,436
1786314153616604366,443
1786314153622652069,450
1786314153627648001,457
1786314153632545759,464
1786314153638722994,471
1786314153643718960,477
1786314153648691308,483
1786314153653719650,489
1786314153659724369,495
1786314153664543716,500
1786314153669787063,504
1786314153674747237,507
1786314153680579459,509
1786314153685756948,511
1786314153690814296,512
1786314153695554707,513
1786314153701671047,514
1786314153706636018,513
1786314153711528238,513
1786314153716836969,511
1786314153722787507,510
1786314153727862155,508
1786314153732697766,506
1786314153737810076,503
1786314153743801755,500
1786314153748796508,497
1786314153753804933,494
1786314153758803832,490
1786314153764604817,486
1786314153769589246,482
1786314153774806131,479
1786314153779572277,475
1786314153785800607,470
1786314153790626015,466
1786314153795600067,463
1786314153801740573,459
1786314153806781547,455
1786314153811606074,453
1786314153816602889,450
1786314153822759300,448
1786314153827775453,446
1786314153832755548,443
1786314153837753243,442
1786314153843734864,441
1786314153848593844,438
1786314153853603772,436
1786314153858598037,435
1786314153864537445,434
1786314153869768061,432
1786314153874745209,431
1786314153879556291,431
1786314153885789715,430
1786314153890830254,430
1786314153895603526,430
1786314153900812760,429
1786314153906846696,428
1786314153911571842,427
1786314153916610534,426
1786314153921822763,425
1786314153927778288,424
1786314153932600899,423
1786314153937734373,423
1786314153942788950,422
1786314153948772570,421
1786314153953775271,420
1786314153958800335,420
1786314153964572412,420
1786314153969815624,418
1786314153974825743,419
1786314153979587694,419
1786314153985791232,418
1786314153990819372,418
1786314153995579502,417
1786314154000543530,417
1786314154006800232,417
1786314154011527561,417
1786314154016553524,416
1786314154021568729,416
1786314154027564307,416
1786314154032585000,415
1786314154037545840,415
1786314154042668846,416
1786314154048516769,417
1786314154053528595,419
1786314154058626622,421
1786314154063523044,425
1786314154069724868,429
1786314154074731634,435
1786314154079486547,443
1786314154084672323,453
1786314154090641320,464
1786314154095523984,478
1786314154100550133,495
1786314154105519127,512
1786314154111455983,531
1786314154116657743,552
1786314154121643335,574
1786314154126644794,596
1786314154132542013,619
1786314154137641290,642
1786314154142643781,664
1786314154147615111,686
1786314154153637750,706
1786314154158645209,725
1786314154163453792,742
1786314154169681431,757
1786314154174800836,769
1786314154179575261,780
1786314154184802858,787
1786314154190816617,791
1786314154195600589,794
1786314154200770452,793
1786314154205801980,790
1786314154211569428,784
1786314154216601552,776
1786314154221793826,766
1786314154226795250,753
1786314154232795678,739
1786314154237803101,723
1786314154242792352,706
1786314154247659687,687
1786314154253786492,668
1786314154258793704,648
1786314154263545097,627
1786314154268834239,605
1786314154274768110,584
1786314154279564345,563
1786314154284674961,542
1786314154289736794,522
1786314154295764893,503
1786314154300595950,486
1786314154305774164,471
1786314154310802300,457
1786314154316796770,444
1786314154321713449,434
1786314154326779000,425
1786314154332804051,418
1786314154337811429,414
1786314154342787660,411
1786314154347681941,410
1786314154353755218,411
1786314154358755815,413
1786314154363529854,416
1786314154368624228,421
1786314154374788961,426
1786314154379555445,433
1786314154384622269,439
1786314154389780408,447
1786314154395615745,455
1786314154400618600,463
1786314154405782051,469
1786314154410771249,478
1786314154416617094,485
1786314154421794659,492
1786314154426786997,498
1786314154431460165,504
1786314154437794718,509
1786314154442796087,513
1786314154447653954,517
1786314154452607144,520
1786314154458599926,522
1786314154463599262,524
1786314154468523474,524
1786314154473725511,524
1786314154479619015,524
1786314154484783437,522
1786314154489804882,521
1786314154494542532,519
1786314154500799744,517
1786314154505800331,514
1786314154510737204,511
1786314154516624617,508
1786314154521792608,504
1786314154526793651,501
1786314154531534839,497
1786314154537810874,494
1786314154542799368,491
1786314154547601101,487
1786314154552624590,484
1786314154558794295,481
1786314154563599422,478
1786314154568633004,475
1786314154573839582,473
1786314154579562487,470
1786314154584746601,467
1786314154589800962,464
1786314154594553068,461
1786314154600628659,458
1786314154605746806,456
1786314154610834463,453
1786314154615635414,452
1786314154621620474,450
1786314154626637182,448
1786314154631535721,446
1786314154636625511,444
1786314154642622972,443
1786314154647536698,441
1786314154652786318,440
1786314154657792432,439
1786314154663593577,438
1786314154668797993,437
1786314154673836523,437
1786314154679602078,437
1786314154684711568,438
1786314154689762968,437
1786314154694523272,438
1786314154700579197,437
1786314154705740881,437
1786314154710694185,437
1786314154715795498,437
1786314154721736239,436
1786314154726793602,435
1786314154731509097,435
1786314154736756779,434
1786314154742754952,433
1786314154747577974,432
1786314154752646551,431
1786314154757539507,429
1786314154763653611,430
1786314154768606987,428
1786314154773526857,428
1786314154778565293,428
1786314154784560051,428
1786314154789501618,428
1786314154794635951,429
1786314154799618159,428
1786314154805650428,429
1786314154810729657,429
1786314154815577483,431
1786314154820592258,432
1786314154826598947,434
1786314154831517575,437
1786314154836635070,441
1786314154841599629,447
1786314154847681341,453
1786314154852608962,461
1786314154857616385,472
1786314154863544611,484
1786314154868576943,499
1786314154873772400,515
1786314154878600122,534
1786314154884688003,553
1786314154889690058,573
1786314154894607417,595
1786314154899744713,618
1786314154905767213,640
1786314154910560176,662
1786314154915767274,684
1786314154920763998,703
1786314154926823959,721
1786314154931705290,737
1786314154936851949,752
1786314154941599453,763
1786314154947518462,772
1786314154952602707,778
1786314154957602086,782
1786314154963316661,784
1786314154968803812,783
1786314154973842156,779
1786314154978546749,773
1786314154983791976,764
1786314154989817558,753
1786314154994605250,739
1786314154999618387,725
1786314155004661079,708
1786314155010489605,689
1786314155015572876,671
1786314155020529107,651
1786314155025539704,630
1786314155031531243,608
1786314155036512842,588
1786314155041563972,567
1786314155047508815,546
1786314155052521830,527
1786314155057728302,508
1786314155062491865,492
1786314155068687632,477
1786314155073650672,463
1786314155078513959,452
1786314155083652959,442
1786314155089672436,435
1786314155094451012,430
1786314155099663202,427
1786314155104630467,426
1786314155110522903,426
1786314155115551383,429
1786314155120544848,434
1786314155125668269,438
1786314155131691134,444
1786314155136667460,450
1786314155141668554,457
1786314155146515318,463
1786314155152647398,470
1786314155157644487,478
1786314155162482448,485
1786314155167536820,491
1786314155173653682,498
1786314155178577393,503
1786314155183676336,510
1786314155188797932,515
1786314155194645808,519
1786314155199733753,523
1786314155204800337,527
1786314155209795141,529
1786314155215599063,531
1786314155220637831,532
1786314155225759503,532
1786314155231661880,532
1786314155236754209,531
1786314155241755758,530
1786314155246621704,527
1786314155252754027,525
1786314155257754880,523
1786314155262626196,521
1786314155267794322,518
1786314155273791128,515
1786314155278590715,512
1786314155283629456,509
1786314155288719710,507
1786314155294585238,503
1786314155299527799,500
1786314155304689074,497
1786314155309661927,492
1786314155315539191,489
1786314155320799593,485
1786314155325816823,482
1786314155330726831,478
1786314155336803380,476
1786314155341799878,472
1786314155346595359,468
1786314155351512739,465
1786314155357525336,462
1786314155362528027,460
1786314155367516280,457
1786314155372531137,455
1786314155378536630,452
1786314155383552610,451
1786314155388562174,448
1786314155393535888,446
1786314155399555578,444
1786314155404567574,443
1786314155409563060,441
1786314155415545907,440
1786314155420573872,439
1786314155425559163,438
1786314155430536052,438
1786314155436567312,437
1786314155441562027,436
1786314155446542947,435
1786314155451622043,434
1786314155457558080,433
1786314155462597747,433
1786314155467599501,433
1786314155472599906,433
1786314155478550661,433
1786314155483628192,433
1786314155488625731,433
1786314155493579834,433
1786314155499613272,433
1786314155504571615,433
1786314155509595719,432
1786314155514830551,432
1786314155520583991,432
1786314155525568087,432
1786314155530598936,432
1786314155535572181,432
1786314155541595532,431
1786314155546615900,431
1786314155551584261,431
1786314155556544286,432
1786314155562573371,434
